Job_title,Salary_In_USD,Large_size,Mid_Level,Senior_Level,Exec_Level,Company_Location
Research Scientist,120000,1,0,0,0,1
Data Engineer,120000,0,0,0,0,1
Machine Learning Scientist,120000,0,0,1,0,1
Data Analytics Manager,120000,0,0,1,0,1
Data Analytics Manager,120000,1,0,1,0,1
Data Scientist,120000,1,0,1,0,1
Data Scientist,120160,0,0,1,0,1
Data Scientist,120221,1,1,0,0,0
Data Analyst,120600,0,0,1,0,1
Data Science Consultant,122000,0,0,1,0,1
Data Scientist,122500,0,0,1,0,1
Analytics Engineer,122500,0,0,1,0,1
Data Operations Analyst,123000,0,0,1,0,1
Data Scientist,123000,0,0,1,0,1
Data Scientist,123000,0,0,1,0,1
Data Scientist,123000,0,0,1,0,1
Data Scientist,123400,0,0,1,0,1
Data Scientist,123400,0,0,1,0,1
Data Analyst,124190,0,0,1,0,1
ETL Developer,124270,0,0,1,0,1
Computer Vision Engineer,125000,0,0,0,0,1
Machine Learning Engineer,125000,0,0,0,0,1
Lead Data Engineer,125000,0,0,1,0,0
Data Analyst,125404,0,0,0,0,1
Data Engineer,126000,0,0,1,0,1
Data Engineer,126000,0,0,1,0,1
Research Scientist,126344,0,1,0,0,0
Data Analyst,126500,0,1,0,0,1
Data Analyst,126500,0,0,1,0,1
Data Manager,126906,1,0,0,1,0
Data Analyst,127000,0,0,1,0,1
Data Science Engineer,127221,1,0,1,0,0
Data Architect,128000,0,0,1,0,1
Data Scientist,128000,0,0,1,0,1
Machine Learning Engineer,128809,1,1,0,0,0
Data Analyst,128875,0,0,1,0,1
Data Analyst,128875,0,0,1,0,1
Data Engineer,128875,0,0,1,0,1
Data Engineer,129000,1,0,0,0,1
Data Analyst,129000,0,0,1,0,1
Data Scientist,129300,0,0,1,0,1
Data Engineer,129300,0,0,1,0,1
Data Scientist,129300,0,0,1,0,1
Data Scientist,129300,0,0,1,0,1
Data Engineer,129300,0,0,1,0,1
Data Scientist,129300,0,0,1,0,1
Data Scientist,129300,0,0,1,0,1
Data Engineer,129300,0,0,1,0,1
Data Engineer,129300,0,0,1,0,1
Machine Learning Scientist,129300,0,0,1,0,1
Machine Learning Engineer,129300,0,0,1,0,1
Machine Learning Engineer,129300,0,1,0,0,1
Machine Learning Engineer,130000,0,1,0,0,1
Data Engineer,130000,0,0,1,0,1
Data Analyst,130000,0,0,1,0,1
Data Engineer,130000,0,0,1,0,1
Data Engineer,130000,0,0,1,0,1
Data Scientist,130000,0,0,1,0,1
Data Engineer,130000,0,0,1,0,1
Analytics Engineer,130000,0,0,1,0,1
Analytics Engineer,130000,0,0,1,0,1
ML Engineer,130000,0,0,1,0,1
Data Engineer,130000,0,0,1,0,1
Data Scientist,130000,0,0,1,0,1
Data Analyst,130000,0,0,1,0,1
Data Analyst,130000,0,1,0,0,1
Analytics Engineer,130000,1,0,0,0,1
Data Engineer,130000,0,0,1,0,1
Data Scientist,130000,0,1,0,0,1
Data Analyst,130000,0,0,0,1,1
Data Analyst,130000,0,0,1,0,0
Data Analyst,130000,0,0,1,0,0
Data Engineer,130000,0,0,1,0,1
Data Engineer,130000,0,0,1,0,1
Data Scientist,130000,0,1,0,0,1
Data Scientist,130000,1,1,0,0,1
Director of Data Science,130026,0,0,0,1,0
Data Analyst,130050,0,0,1,0,1
Data Scientist,130240,0,0,1,0,1
Data Engineer,130500,0,0,1,0,1
Data Engineer,130500,0,0,1,0,1
Data Engineer,130800,0,1,0,0,1
ML Engineer,131300,1,0,1,0,1
Data Architect,131300,1,0,1,0,1
Machine Learning Engineer,131300,1,0,1,0,1
Data Architect,131300,1,0,1,0,1
Data Engineer,131300,1,0,1,0,1
Machine Learning Engineer,131300,1,0,1,0,1
Machine Learning Engineer,131300,1,0,1,0,1
Data Engineer,132000,0,0,1,0,1
Data Analyst,132000,0,0,1,0,1
Data Engineer,132100,1,0,1,0,1
Data Engineer,132100,1,0,1,0,1
Data Engineer,132320,0,0,1,0,1
Data Engineer,132320,0,0,1,0,1
Data Engineer,132320,0,0,1,0,1
Data Scientist,132524,0,1,0,0,0
Data Manager,134000,0,1,0,0,1
Data Manager,134000,0,1,0,0,1
Data Science Manager,134000,0,1,0,0,1
Data Science Manager,134768,1,0,1,0,0
Data Engineer,135000,0,0,1,0,1
Data Analyst,135000,0,0,1,0,1
Data Analytics Engineer,135000,1,1,0,0,1
Data Architect,135000,0,0,1,0,1
Machine Learning Engineer,135000,0,0,1,0,0
Data Architect,135000,0,0,1,0,1
Data Engineer,135000,0,0,1,0,1
Data Architect,135000,0,0,1,0,1
Data Engineer,135000,0,0,1,0,1
Data Engineer,135000,0,0,1,0,1
Machine Learning Engineer,135000,0,0,1,0,1
Analytics Engineer,135000,0,0,1,0,1
Data Engineer,135000,0,0,1,0,0
Data Engineer,135000,0,0,1,0,1
Data Analyst,135000,0,0,1,0,1
Analytics Engineer,135000,0,0,0,1,1
Data Analyst,135000,0,0,1,0,1
Data Analyst,135000,0,1,0,0,1
Data Engineer,135000,0,0,1,0,1
Data Scientist,135000,1,1,0,0,1
Data Analyst,135000,1,1,0,0,1
Data Scientist,135000,1,0,1,0,1
Business Data Analyst,135000,1,1,0,0,1
Data Scientist,136000,0,0,1,0,1
Data Analyst,136000,0,1,0,0,1
Data Engineer,136000,0,0,1,0,1
Data Scientist,136100,0,0,1,0,1
Data Engineer,136240,0,1,0,0,0
Data Analyst,136260,0,0,1,0,1
Data Analyst,136600,0,0,1,0,1
Data Scientist,136620,0,0,1,0,1
Data Scientist,136994,0,0,1,0,1
Data Engineer,136994,0,0,1,0,1
Data Science Manager,137141,0,0,1,0,1
Data Engineer,137400,0,0,1,0,0
Machine Learning Engineer,138000,0,0,0,0,1
Data Scientist,138350,0,1,0,0,1
Data Scientist,138600,0,0,1,0,1
Data Scientist,138938,0,0,1,0,1
Data Science Consultant,139000,0,0,1,0,1
Data Analyst,139600,0,0,1,0,1
Data Engineer,139860,0,0,1,0,1
Data Scientist,140000,0,0,1,0,1
Machine Learning Engineer,140000,0,0,1,0,0
Data Engineer,140000,0,0,1,0,1
Analytics Engineer,140000,0,0,1,0,1
Data Scientist,140000,0,0,1,0,1
Product Data Analyst,140000,0,1,0,0,1
Data Scientist,140000,0,0,1,0,1
Data Scientist,140000,1,0,1,0,1
Data Scientist,140000,0,0,1,0,1
Data Scientist,140000,0,0,1,0,1
Data Scientist,140000,0,0,1,0,1
Data Scientist,140000,0,0,1,0,1
Data Scientist,140000,0,0,1,0,1
Data Scientist,140000,0,0,1,0,1
Data Engineer,140000,1,1,0,0,1
Data Analytics Manager,140000,1,0,1,0,1
Data Science Manager,140100,1,0,1,0,1
Analytics Engineer,140250,0,0,1,0,1
Data Engineer,140250,0,0,1,0,1
Data Scientist,140400,1,0,1,0,1
Data Scientist,140400,1,0,1,0,1
Data Scientist,140400,0,0,1,0,1
Data Engineer,141300,0,0,1,0,1
Data Engineer,141300,0,0,1,0,1
Data Architect,141300,0,0,1,0,1
Data Scientist,141300,0,1,0,0,1
Applied Scientist,141525,0,0,1,0,1
Data Scientist,141525,0,0,1,0,1
Data Scientist,141525,0,0,1,0,1
Data Scientist,141525,0,0,1,0,1
Data Scientist,141525,0,0,1,0,1
Data Scientist,141525,0,0,1,0,1
Data Scientist,141525,0,0,1,0,1
Data Scientist,141525,0,0,1,0,1
Data Scientist,141525,0,0,1,0,1
Data Scientist,141525,0,0,1,0,1
Data Scientist,141525,0,0,1,0,1
Data Scientist,141525,0,0,1,0,1
Data Scientist,141525,0,0,1,0,1
Data Scientist,141525,0,0,1,0,1
Data Scientist,141525,0,0,1,0,1
Data Scientist,141525,0,0,1,0,1
Data Scientist,141525,0,0,1,0,1
Data Scientist,141525,0,0,1,0,1
Data Scientist,141525,0,0,1,0,1
Data Scientist,141525,0,0,1,0,1
Data Scientist,141525,0,0,1,0,1
Data Scientist,141525,0,0,1,0,1
Data Scientist,141525,0,0,1,0,1
Director of Data Science,141846,1,0,0,1,0
Machine Learning Engineer,142200,0,0,1,0,1
Applied Scientist,142800,0,0,1,0,1
Data Scientist,144000,1,0,1,0,1
Data Scientist,144000,0,0,1,0,1
Data Scientist,144000,0,0,1,0,1
Data Scientist,144000,1,0,1,0,1
Data Analyst,144000,0,0,1,0,1
Machine Learning Scientist,144000,0,0,1,0,1
Data Scientist,144000,0,0,1,0,1
Research Scientist,144000,1,0,1,0,1
Data Science Manager,144000,1,0,1,0,1
Data Analyst,144100,0,0,1,0,1
Data Analyst,144100,0,1,0,0,1
Data Scientist,144200,0,1,0,0,1
Data Architect,144854,0,0,1,0,1
Data Engineer,145000,0,0,1,0,1
Data Engineer,145000,0,0,1,0,1
Research Scientist,145000,1,1,0,0,1
Data Engineer,145000,0,0,1,0,1
Data Analytics Manager,145000,0,0,1,0,1
Data Engineer,145000,0,0,1,0,1
Data Scientist,145300,0,0,1,0,1
Data Scientist,146000,0,0,1,0,1
ETL Developer,146200,0,0,1,0,1
Data Scientist,147000,1,1,0,0,1
Data Architect,147800,0,0,1,0,1
Data Scientist,148000,0,0,1,0,1
Principal Data Scientist,148261,0,0,1,0,0
ML Engineer,148500,1,1,0,0,1
Data Specialist,148700,1,0,1,0,1
Machine Learning Infrastructure Engineer,148800,0,0,1,0,1
Machine Learning Engineer,148800,0,0,1,0,1
Data Scientist,148800,0,0,1,0,1
Data Architect,149040,0,0,1,0,1
Data Engineer,150000,0,0,1,0,1
Data Analyst,150000,0,1,0,0,1
Data Analyst,150000,0,0,1,0,1
Data Engineer,150000,0,0,1,0,1
Data Analyst,150000,0,0,1,0,1
Analytics Engineer,150000,0,0,1,0,1
Data Engineer,150000,0,0,1,0,1
Machine Learning Manager,150000,0,0,1,0,1
Data Engineer,150000,0,0,1,0,1
Business Data Analyst,150000,1,1,0,0,1
Data Engineer,150000,0,1,0,0,1
Data Engineer,150000,0,0,1,0,1
Analytics Engineer,150000,0,0,0,1,1
Machine Learning Engineer,150000,1,0,1,0,1
Data Analyst,150000,1,0,0,0,1
Data Engineer,150000,0,1,0,0,1
Data Scientist,150000,0,0,1,0,1
Data Scientist,150000,0,0,1,0,1
Data Analyst,150000,0,0,1,0,1
Data Engineering Manager,150000,1,0,1,0,1
Computer Vision Software Engineer,150000,0,0,0,0,0
Data Architect,150000,1,1,0,0,1
Data Scientist,150000,0,1,0,0,1
BI Data Analyst,150000,1,0,0,1,1
Data Engineer,150000,0,0,1,0,1
Data Engineer,150000,1,0,1,0,1
Machine Learning Engineer,150000,1,0,1,0,1
Data Analyst,150075,0,0,1,0,1
Data Analyst,150075,0,0,1,0,1
Data Analytics Manager,150260,0,0,1,0,1
Principal Data Scientist,151000,1,1,0,0,1
Data Scientist,151800,0,0,1,0,1
Analytics Engineer,152000,0,0,1,0,1
Data Scientist,152000,0,0,1,0,1
Data Science Manager,152000,1,0,1,0,0
Data Science Manager,152500,0,0,1,0,1
Data Scientist,153000,0,0,1,0,1
Data Scientist,153000,0,0,1,0,1
Data Scientist,153000,1,1,0,0,1
Machine Learning Scientist,153000,0,1,0,0,1
Data Engineering Manager,153000,1,0,1,0,1
Data Scientist,153600,0,0,1,0,1
Director of Data Science,153667,1,0,0,1,0
Data Scientist,154000,0,0,1,0,1
Data Scientist,154000,0,0,1,0,1
Data Engineer,154000,0,0,1,0,1
Data Engineer,154000,0,0,1,0,1
Data Engineer,154545,1,0,1,0,1
Data Engineer,154545,1,0,1,0,1
Data Engineer,154600,1,0,1,0,1
Data Engineer,154600,1,0,1,0,1
Data Engineer,155000,0,0,1,0,1
Data Scientist,155000,0,0,1,0,1
Data Scientist,155000,0,0,1,0,1
Data Scientist,155000,0,0,1,0,1
Data Engineer,155000,0,0,1,0,1
Data Analyst,155000,0,0,1,0,1
Data Engineer,155000,0,0,1,0,1
Principal Data Scientist,155825,0,0,1,0,0
Data Scientist,156400,0,0,1,0,1
Data Scientist,156400,0,0,1,0,1
Data Scientist,156400,0,0,1,0,1
Data Engineer,156600,0,0,1,0,1
Lead Data Scientist,156868,1,0,1,0,1
Analytics Engineer,157000,0,0,0,1,1
Applied Data Scientist,157000,1,1,0,0,1
Data Science Manager,158000,0,1,0,0,1
Data Scientist,158200,1,0,1,0,1
Data Scientist,159000,1,0,1,0,1
Data Science Manager,159000,0,1,0,0,1
Data Scientist,159200,1,0,1,0,1
Data Scientist,159699,0,0,1,0,1
Head of Data,160000,0,0,0,1,1
Data Engineer,160000,0,0,1,0,1
Data Engineer,160000,0,0,1,0,1
Data Engineer,160000,0,0,1,0,1
Data Architect,160000,0,0,1,0,1
Data Engineer,160000,0,0,1,0,1
Data Engineer,160000,0,0,1,0,1
Data Engineer,160000,0,0,1,0,1
Data Scientist,160000,1,0,1,0,1
Data Scientist,160000,0,1,0,0,1
Data Scientist,160000,1,0,1,0,1
Data Scientist,160000,1,0,1,0,1
Data Engineer,160000,0,0,1,0,1
Data Scientist,160000,1,0,1,0,1
Data Scientist,160000,1,0,1,0,1
ML Engineer,160000,0,0,1,0,1
Machine Learning Scientist,160000,1,1,0,0,1
Data Engineer,160000,1,0,1,0,1
Data Engineer,160000,0,0,1,0,1
Data Engineer,160000,0,0,1,0,1
Data Scientist,160000,0,1,0,0,1
Cloud Data Engineer,160000,0,0,1,0,1
Lead Data Engineer,160000,0,0,1,0,1
Data Scientist,160000,1,1,0,0,1
Data Engineer,160080,0,0,1,0,1
Data Engineer,160080,0,0,1,0,1
Data Engineer,160395,0,0,1,0,1
Data Engineer,161000,0,0,1,0,1
Data Science Manager,161342,0,0,1,0,1
Big Data Engineer,162502,0,0,1,0,0
Data Engineer,164000,0,0,1,0,1
Data Analyst,164000,0,0,1,0,1
Machine Learning Engineer,164996,0,0,1,0,1
Machine Learning Engineer,164996,0,0,1,0,1
Machine Learning Engineer,164996,0,0,1,0,1
Data Science Lead,165000,0,0,1,0,1
Data Engineer,165000,0,0,1,0,1
Data Scientist,165000,1,0,1,0,1
Analytics Engineer,165000,0,0,1,0,1
Data Scientist,165000,0,0,1,0,1
Data Scientist,165000,1,0,1,0,1
Data Engineer,165000,0,0,1,0,1
Data Specialist,165000,1,0,1,0,1
Data Scientist,165220,0,0,1,0,1
Data Engineer,165400,0,0,1,0,1
Data Engineer,165400,0,0,1,0,1
Data Engineer,166000,0,0,1,0,1
Data Analyst,166700,0,0,1,0,1
Data Scientist,167000,0,0,1,0,1
Data Analyst,167000,0,1,0,0,1
Machine Learning Engineer,167100,0,0,1,0,1
Head of Data Science,167875,0,0,0,1,1
Data Scientist,168000,0,0,1,0,1
Director of Data Science,168000,0,0,1,0,0
Data Analyst,169000,0,0,1,0,1
Data Analyst,169000,0,0,1,0,1
Data Analyst,169000,0,0,1,0,1
Data Engineer,170000,0,0,1,0,1
Data Engineer,170000,0,0,1,0,1
Data Engineer,170000,0,0,1,0,1
Data Engineer,170000,0,0,1,0,1
Data Scientist,170000,0,0,1,0,1
Data Scientist,170000,0,0,1,0,1
Analytics Engineer,170000,0,0,1,0,1
Data Engineer,170000,0,0,1,0,1
Data Scientist,170000,0,0,1,0,1
Data Engineer,170000,0,1,0,0,1
Data Analyst,170000,0,0,1,0,1
Data Analyst,170000,0,0,1,0,1
Data Analyst,170000,0,0,1,0,1
Data Architect,170000,1,1,0,0,1
Lead Data Analyst,170000,1,0,1,0,1
Principal Data Analyst,170000,0,0,1,0,1
Data Engineer,171000,0,0,1,0,1
Data Scientist,172000,0,0,1,0,1
Applied Machine Learning Scientist,173000,0,1,0,0,1
Data Scientist,173397,0,1,0,0,0
Principal Data Scientist,173762,0,0,1,0,0
Data Engineering Manager,174000,1,0,1,0,1
Data Science Manager,174000,1,0,1,0,1
Data Engineer,175000,0,0,1,0,1
Data Scientist,175000,0,0,1,0,1
Data Scientist,175000,0,0,1,0,1
Data Engineer,175000,0,0,1,0,1
Data Scientist,175000,0,0,1,0,1
Data Analyst,175000,0,0,1,0,1
Data Engineer,175000,0,0,1,0,1
Data Engineer,175000,0,0,1,0,1
Analytics Engineer,175000,0,0,0,1,1
Data Science Manager,175100,0,0,1,0,1
Data Science Manager,175100,0,0,0,1,1
Data Engineer,175100,0,0,1,0,1
Data Analyst,175950,0,0,1,0,1
Data Scientist,176000,0,0,1,0,1
Applied Data Scientist,177000,1,0,1,0,1
Data Engineer,177600,1,0,1,0,1
Data Engineer,178800,1,0,1,0,1
Data Engineer,178800,1,0,1,0,1
Data Scientist,179400,0,0,1,0,1
Data Scientist,179400,0,0,1,0,1
Data Science Manager,179775,0,0,1,0,1
Data Scientist,180000,0,0,1,0,1
Data Scientist,180000,0,0,1,0,1
ML Engineer,180000,0,1,0,0,1
Machine Learning Engineer,180000,0,0,1,0,1
Data Engineer,180000,0,0,1,0,1
Data Scientist,180000,0,0,0,0,1
Data Architect,180000,0,0,1,0,1
Data Engineer,180000,0,0,1,0,1
Machine Learning Engineer,180000,0,0,1,0,1
Machine Learning Engineer,180000,0,0,1,0,1
Data Scientist,180000,1,0,1,0,1
Data Engineer,180000,0,0,1,0,1
Machine Learning Scientist,180000,0,0,0,1,1
Analytics Engineer,180000,0,0,1,0,1
Data Scientist,180000,1,0,1,0,1
Machine Learning Engineer,180000,0,0,1,0,1
Machine Learning Developer,180000,1,0,0,0,1
Data Scientist,180000,0,0,1,0,1
Data Scientist,180000,0,0,1,0,1
Data Scientist,180000,1,0,1,0,1
Data Engineer,180000,0,0,1,0,1
Data Architect,180000,1,1,0,0,1
Data Engineer,181940,0,0,1,0,1
Data Engineer,182000,0,0,1,0,1
Data Science Manager,182160,0,0,0,1,1
Data Scientist Lead,183000,1,0,1,0,1
Data Engineer,183600,1,0,1,0,1
Data Engineer,184100,0,0,1,0,1
Analytics Engineer,184700,0,0,1,0,1
Data Scientist,185000,0,0,1,0,1
Data Engineer,185000,0,0,1,0,1
Data Scientist,185000,0,0,1,0,1
Machine Learning Engineer,185000,1,0,1,0,1
Principal Data Engineer,185000,1,0,1,0,1
Data Scientist,185100,0,0,1,0,1
Data Science Manager,185400,0,0,1,0,1
Data Engineer,185800,0,0,1,0,0
Data Scientist,185900,0,0,1,0,1
Data Engineer,185900,0,0,1,0,1
Data Scientist,185900,0,0,1,0,1
Data Scientist,185900,0,0,1,0,1
Data Engineer,185900,0,0,1,0,1
Data Scientist,185900,0,0,1,0,1
Data Scientist,185900,0,0,1,0,1
Data Engineer,185900,0,0,1,0,1
Data Engineer,185900,0,0,1,0,1
Machine Learning Infrastructure Engineer,186000,0,0,1,0,1
Machine Learning Engineer,186000,0,0,1,0,1
Data Scientist,186000,0,0,1,0,1
Machine Learning Engineer,187200,0,0,1,0,0
Data Engineer,187200,0,0,0,1,1
Research Scientist,187442,1,1,0,0,0
Data Engineer,188000,1,0,1,0,1
Data Engineer,188100,0,0,1,0,1
Data Engineer,188700,0,0,1,0,1
Data Science Manager,189500,1,0,1,0,1
Machine Learning Engineer,189650,0,0,1,0,1
Machine Learning Engineer,189650,0,0,1,0,1
Machine Learning Engineer,189650,0,0,1,0,1
Data Architect,190000,0,0,1,0,1
Data Architect,190000,0,0,1,0,1
Analytics Engineer,190000,0,0,1,0,1
Data Architect,190000,0,0,1,0,1
Lead Data Scientist,190000,0,0,1,0,1
Data Science Manager,190200,0,0,1,0,1
Data Engineer,191200,0,0,1,0,1
Applied Scientist,191475,0,0,1,0,1
Data Scientist,191475,0,0,1,0,1
Data Scientist,191475,0,0,1,0,1
Data Scientist,191475,0,0,1,0,1
Data Scientist,191475,0,0,1,0,1
Data Scientist,191475,0,0,1,0,1
Data Scientist,191475,0,0,1,0,1
Data Scientist,191475,0,0,1,0,1
Data Scientist,191475,0,0,1,0,1
Data Scientist,191475,0,0,1,0,1
Data Scientist,191475,0,0,1,0,1
Data Scientist,191475,0,0,1,0,1
Data Scientist,191475,0,0,1,0,1
Data Scientist,191475,0,0,1,0,1
Data Scientist,191475,0,0,1,0,1
Data Scientist,191475,0,0,1,0,1
Data Scientist,191475,0,0,1,0,1
Data Scientist,191475,0,0,1,0,1
Data Scientist,191475,0,0,1,0,1
Data Scientist,191475,0,0,1,0,1
Data Scientist,191475,0,0,1,0,1
Data Scientist,191475,0,0,1,0,1
Data Scientist,191475,0,0,1,0,1
Data Architect,192400,0,0,1,0,0
Data Architect,192564,0,0,1,0,1
Machine Learning Engineer,192600,0,0,1,0,1
Data Engineering Manager,193000,0,0,1,0,1
Director of Data Science,193455,1,0,0,1,0
Machine Learning Scientist,193900,0,0,1,0,1
Machine Learning Engineer,193900,0,0,1,0,1
Machine Learning Engineer,193900,0,1,0,0,1
Data Engineer,195000,0,0,1,0,1
Machine Learning Infrastructure Engineer,195000,0,0,1,0,1
ML Engineer,195400,1,0,1,0,1
Data Architect,195400,1,0,1,0,1
Machine Learning Engineer,195400,1,0,1,0,1
Data Architect,195400,1,0,1,0,1
Data Engineer,195700,0,0,1,0,1
Data Engineer,195700,0,0,1,0,1
Data Engineer,197000,0,0,1,0,1
Data Scientist,198440,1,0,1,0,1
Data Scientist,198440,0,0,1,0,1
Data Scientist,198440,0,0,1,0,1
Data Scientist,198440,1,0,1,0,1
Data Engineer,200000,0,0,1,0,1
Marketing Data Analyst,200000,0,0,1,0,0
Data Scientist,200000,0,0,1,0,1
Machine Learning Manager,200000,0,0,1,0,1
BI Analyst,200000,0,0,1,0,0
Data Engineer,200000,0,0,1,0,1
Data Engineer,200000,0,0,1,0,1
Machine Learning Engineer,200000,0,0,1,0,0
Machine Learning Scientist,200000,0,0,0,1,1
AI Scientist,200000,0,0,0,1,1
Analytics Engineer,200000,0,0,0,1,1
Machine Learning Engineer,200000,1,0,1,0,1
Data Engineer,200000,0,0,1,0,0
Analytics Engineer,200000,0,1,0,0,1
Data Engineer,200000,0,0,1,0,1
AI Scientist,200000,0,1,0,0,1
Data Science Manager,200000,0,0,1,0,1
AI Scientist,200000,1,1,0,0,1
Data Engineer,200000,0,0,0,1,1
Data Scientist,200000,0,1,0,0,1
Head of Data,200000,0,0,1,0,1
Principal Data Engineer,200000,0,0,1,0,1
Data Engineer,200000,1,1,0,0,1
Data Engineer,200000,1,1,0,0,1
Data Analyst,200000,1,0,1,0,1
Director of Data Engineering,200000,1,0,1,0,1
Machine Learning Engineer,200000,1,0,1,0,1
Data Engineer,200100,0,0,1,0,1
Data Scientist,202800,1,0,1,0,1
Machine Learning Engineer,202900,1,0,1,0,1
Machine Learning Engineer,202900,1,0,1,0,1
Analytics Engineer,203500,0,0,1,0,1
Data Scientist,203500,0,0,1,0,1
Data Scientist,204100,0,0,1,0,1
Machine Learning Engineer,204500,0,0,1,0,1
Head of Data,205000,0,0,0,1,1
Data Scientist,205000,0,0,1,0,1
Data Scientist,205300,1,0,1,0,1
Data Scientist,205300,0,0,1,0,1
Analytics Engineer,205300,0,0,1,0,1
Data Engineer,205600,1,0,1,0,1
Data Science Manager,206000,0,0,1,0,1
Data Engineer,206699,0,0,1,0,1
Data Engineer,206699,0,1,0,0,1
Data Scientist,207000,0,0,1,0,1
Data Scientist,207000,0,0,1,0,1
Data Architect,208775,0,0,1,0,1
Data Engineer,209100,1,0,1,0,1
Data Engineer,209100,1,0,1,0,1
Machine Learning Engineer,210000,0,0,1,0,1
Analytics Engineer,210000,0,0,0,1,1
Machine Learning Engineer,210000,0,0,1,0,1
Machine Learning Engineer,210000,0,0,1,0,1
Data Engineer,210000,0,0,1,0,1
Data Engineer,210000,0,0,1,0,1
Data Scientist,210000,0,0,1,0,1
Data Scientist,210000,0,0,1,0,1
Data Scientist,210000,0,0,1,0,1
Data Scientist,210000,0,0,1,0,1
Data Engineer,210000,0,0,1,0,1
Data Scientist,211500,0,0,1,0,1
Applied Scientist,212800,0,0,1,0,1
Data Architect,213120,0,0,1,0,1
Machine Learning Engineer,214000,0,0,1,0,1
Data Scientist,215000,1,0,1,0,1
Data Engineer,215000,0,0,1,0,1
Data Scientist,215300,1,0,1,0,1
Data Scientist,215300,1,0,1,0,1
Machine Learning Scientist,216000,0,0,1,0,1
Data Engineer,216000,0,0,0,1,1
Data Analyst,216200,0,0,1,0,1
Data Analyst,216200,0,1,0,0,1
Data Scientist,218000,0,0,1,0,1
Data Engineer,220000,0,0,1,0,1
Data Scientist,220000,0,0,1,0,1
Machine Learning Engineer,220000,0,0,1,0,1
Principal Data Scientist,220000,1,0,1,0,1
Data Engineer,220110,0,0,1,0,1
Data Engineer,220110,0,0,1,0,1
Data Specialist,221300,1,0,1,0,1
Data Science Manager,222640,0,0,0,1,1
Head of Data Science,224000,0,0,0,1,1
Data Scientist,225000,0,0,1,0,1
Data Engineer,225000,0,0,1,0,1
Data Scientist,225000,0,0,1,0,1
Data Scientist,225000,0,0,1,0,1
Data Architect,225000,0,0,1,0,1
Data Engineer,225000,0,0,1,0,1
Data Scientist,225000,0,1,0,0,1
Machine Learning Scientist,225000,1,0,0,0,1
Machine Learning Scientist,225000,1,0,1,0,0
Data Engineer,229998,1,0,1,0,1
Data Engineer,229998,1,0,1,0,1
Data Scientist,230000,0,0,1,0,1
Data Scientist,230000,0,0,1,0,1
Head of Data,230000,1,0,0,1,0
Data Architect,230400,0,0,1,0,1
Head of Data,235000,1,0,0,1,1
Principal Data Scientist,235000,1,0,1,0,1
Data Engineer,236000,0,0,1,0,1
Data Analyst,236600,0,0,1,0,1
Data Scientist,236900,1,0,1,0,1
Data Engineer,240000,0,0,1,0,1
Research Engineer,240000,0,1,0,0,1
ML Engineer,240000,0,0,1,0,1
Data Science Manager,240000,1,0,1,0,1
Data Science Manager,241000,0,1,0,0,1
Data Engineer,242000,0,0,0,1,1
Data Science Manager,243225,0,0,1,0,1
Data Engineer,243900,0,0,1,0,1
Data Scientist,245000,0,0,1,0,1
Analytics Engineer,245000,0,0,1,0,1
Data Scientist,245000,0,0,1,0,1
Machine Learning Engineer,248700,0,0,1,0,1
Data Science Manager,249260,0,0,1,0,1
ETL Developer,250000,0,0,1,0,1
ETL Developer,250000,0,0,1,0,1
Data Engineer,250000,0,0,1,0,1
Data Engineer,250000,0,0,1,0,1
Analytics Engineer,250000,0,0,1,0,1
Analytics Engineer,250000,0,0,1,0,1
Data Engineer,250000,0,0,1,0,1
ETL Developer,250000,0,0,1,0,1
Data Architect,250000,0,0,1,0,1
Data Engineer,250000,0,0,1,0,1
Cloud Data Architect,250000,1,0,1,0,1
Data Engineer,250000,0,0,1,0,1
Data Architect,250000,0,0,1,0,1
Data Engineer,250000,0,0,1,0,1
Director of Data Science,250000,1,0,0,1,1
Machine Learning Engineer,250000,1,0,0,0,1
ML Engineer,256000,0,0,1,0,1
Data Engineer,260000,0,0,1,0,1
Data Engineer,260000,0,0,0,1,1
Data Scientist,260000,0,0,1,0,1
Machine Learning Scientist,260000,0,0,1,0,0
Data Science Manager,260500,0,0,0,1,1
Data Architect,266400,0,0,1,0,1
ML Engineer,270000,1,1,0,0,1
Data Engineer,275000,0,0,1,0,1
Lead Data Engineer,276000,1,0,1,0,1
Data Engineer,297500,0,0,0,1,1
Data Engineer,300000,0,0,1,0,1
Data Engineer,300000,0,0,1,0,1
Data Engineer,300000,0,0,1,0,1
Data Science Manager,300000,0,0,1,0,1
Data Engineer,324000,0,0,0,1,1
Director of Data Science,325000,1,0,0,1,1
Data Architect,345600,0,0,1,0,1
Applied Data Scientist,380000,1,0,1,0,1
Data Analytics Lead,405000,1,0,1,0,1
Data Scientist,412000,1,0,1,0,1
Principal Data Scientist,416000,0,0,0,1,1
Applied Machine Learning Scientist,423000,1,1,0,0,1
Research Scientist,450000,0,1,0,0,1
Financial Data Analyst,450000,1,1,0,0,1
Principal Data Engineer,600000,1,0,0,1,1
